word	cid	keyword	cluster
Java	40	Objective-C	Objective-C
Jerusalem	53	Jersualem	Agripas, Judaea, Netanya, Zefat, Jersusalem, Beersheva, Jerusalén, Mamila, Talbieh, Jeruselum, Jerusalem.The, Tzippori, Israel., Ceasarea, Jerus, Judea, Netanyah, Beth-Shean, Nazareth, JerusalemIn, Jerusalemite, Silwan, Jerusalemites, Telaviv, Jerusalem.This, HaCarmel, Latroun, Aviv, Jeruslaem, Kedumim, Caesarea, Jeruselem, JerusalemThe, Beersheba, Ramle, Tiberias, Lydda, Palestine, Yerusalem, Tel-Hai, IsraelAs, Bethlehem, Korazim, Hevron, Hebron, JerusalemIsrael, Samaria, Yaffo, Palestinian-controlled, Eilat, Jerusa-, Palestinian, Nachlaot, Haifa, Masada, Hashmonaim, ISRAEL, Jeru-, Jerusalem.In, Tel-Aviv, Jersualem, Israel, Yerushalayim, Jersalem, Natzeret, Musrara, Jerusalems, Galilee, Judean, Jericho, Ashkelon, Jerusalam, Caesaria, Jerusalen
Maradona	16	Maradonna	Mourinho, Scolari, Gullit, Zidane, Higuita, Stoichkov, albiceleste, Wanchope, Klinnsman, Chinaglia, Valdano, Romario, Tardelli, Stielike, Mourhino, Maradonna, Materazzi, Dunga, Amokachi, Totti, Pirlo, Trapattoni, Romário, Guardiola, Bombonera, Beckenbauer, Pekerman, Inzaghi, Sócrates, Donadoni, Pelé, Prandelli, Cannavaro, Muricy, Eusébio, Icardi, Morinho, Albiceleste, Pauleta, Riquelme, Rijkaard, Verón, Ghiggia, Zagallo, Sampaoli, Trezeguet, Gareca, Mundialito, Klinsman, Capello, Forlán, Butragueno, Pele, Cruijff, Tabarez, Grondona, Platini, Ginola, Rivaldo, Selecao, Ardiles
Maradona	26	Zlatan	Forlan, Robinho, Chicarito, Higuain, Neymar, Ronaldo, Zlatan, Pipita, Balotelli, Messi, Kaká, Iniesta, Ibrahimovich, Mascherano, Drogba, Tevez
Maradona	20	hincha	hincha, Pibe, futbolista
Maradona	9	Argentina	Argentina
Mars	13	Martian	Marsby, Earthlike, Mars-related, Enceladus, landers, rover, Curiosity, theMoon, astronauts, MarsThe, Mars-orbiting, ExoMars, Mars-like, MEPAG, Martians, spacecrafts, MarsA, Spudis, Aoleon, sample-return, CocoaVia, Mercurian, Mars.I, ISRU, rovers, Venusians, Zubrin, Martian, Mars.The, martian, Astronauts, Regolith, MarsI, Aerobraking, Curosity, OSIRIS-Rex, Terraformed, Marsian, Mars-bound, Symbioscience, regolith, MarsNASA
Mars	64	Venus	Neptune, Jupitar, VenusThe, Mercury, Pluto, Moon, Uranus, Apollo, Moon-Mars, Moons, Jupitor, planets, Saturn-, Venus-, Asteriod, Venus., Planet, Planets, Venus, Saturn, planet, Planetary, Jupiter
Mexico	27	México	Mexio, Mexico--, Morelia, Mexican, Sonora, Zihuatanejo, Mexico.-, Mexico.It, Mexico.The, Mexico.A, Maxico, Tamaulipas, Mexicans, Cancun, Mexico.I, Mexico.When, Toluca, Mexico.For, MexicoThe, Mexico.There, Mxico, Mexico.In, Tijuana, Mexico.He, Ixtapa, Mexico.At, inMexico, Mexico.So, Mexico.We, Mexco, Mexicos, MexicoA, Mexcio, Mexico.This, MexicoWhat, Guadalajara, Mexico.My, Mexico.On, MexicoMexico, Nayarit, Mexico.But, México
Mexico	10	Guatemala	Colombia, Guatemala, Honduras
OPEC	3	OAPEC	Al-Falih, Al-Naimi, OAPEC
OPEC	2	cartel	cartel
OPEC	4	NewsOil	NewsOil
Palestinian	1	Israeli	intifada, Arab, Gazan, Israel-Palestinian, Iraeli, Palestinan, Palestenians, Jewish-Israelis, Israeli, Hamas-controlled, Palestine.The, Nakba, Barghouti, Paleostinian, Israelis, Palestinian-owned, Lebanese, PalArabs, Bedouin, Jordanian, Palestinean, Palestinians, PalArab, Isareli, Jerusalemite, UNRWA, MIFTAH, Israeli-Arab, Palestinains, Palestinians.The, Palestianian, Palestian, Israeli-, Palestinian-Israeli, non-Palestinian, Palestinian-Arab, Palestinian-led, Arab-Muslim, Zionist, Intifada, Arab-Palestinian, Hamas-dominated, Palistinian, Jewish-Arab, PA-controlled, Hamas-led, Palestine-, Palestinians., Palestine, Fatah-affiliated, Gazans, Palestians, Fatah, palestine, Arab-Jewish, Ramallah-based, Israeli-Jewish, Fatah-Hamas, Gaza-based, pro-Palestinian, Erekat, Isreali, Jewish-Israeli, Jewish-Palestinian, Israeli-Palestinian, Arab-Israelis, Israel, Jordanian-Palestinian, palestinians, Arab-Israeli, Palestinian-American, sumud, Gaza, Hamas-affiliated
Palestinian	69	Ramallah	Birzeit, Qalqiliya, Tulkarm, Ramallah, Nablus, Al-Bireh, Dheisheh, Deheishe, Iqrit, Nahalin, Rafah, Al-Quds, Jenin
Python	8	Pythons	BioPython, pySerial, Unittest, PyDev, PyS60, Cython, Pygame, os.system, PythonPython, Pythonista, psycopg2, MatPlotLib, pexpect, PyQt5, Boost.Python, pyserial, PyQt4, pywin32, scikit-learn, NumPy, argparse, Tkinter, PySerial, PySpark, Numpy, optparse, Web2py, itertools, python-dev, Phython, Pythons, www.python.org, simplejson, ctypes, stdlib, MATLAB, python.org, numpy, Python-based, PyGame, IPython, ArcPy, Pyglet, Phyton, Pythonistas, Pyton, Virtualenv, OCaml, Distutils, SciPy, matplotlib, iPython, functools, NLTK, CPython, TkInter, PyQT
Ruby	5	Rubys	KidsRuby, RubySpec, CRuby, YARV, RubyConf, JRuby, RubyGem, Django, Rubyist, RSpec, RubyMotion, Rubys, jRuby, Rubygems, Merb, RubyInstaller, Ruby-based, Haskell, RubyRuby, rbenv, PureScript, Rails, CoffeeScript, Ruby-like, Metaprogramming, tenderlove, Node.js, Coffeescript, ActiveSupport, MacRuby, ruby-debug, Sass, RubyGems, meta-programming, Rspec, nokogiri, Groovy, HAML, Rubyists, Jruby, RubyOnRails, ruby-lang.org, Adhearsion
Ruby	6	Jade	Jasmine, Emerald, Amethyst, Pearl, Sapphire, Jewel, Crystal, Opal, Jade, Violet, Garnet
Ruby	53	Maxine	Hazel, Daisy, Rosie, Millie, Jessie, Faye, Ethel, Josie, Maxine
Ruby	48	MurrayAndy	MurrayAndy
Ruby	54	ruby-like	ruby-like
Ruby	66	Perl	Perl
Wednesday	75	Tuesday	Thursdsay, Thursday., Sunday, afternoon.Last, June.On, Wednseday, Thurdsay, Thursday-, Wedsnesday, Wendesday, Thurs, Tuesday, Thursay, Tues, Wedenesday, Wednesady, Wednessday, night.Wednesday, Thusday, Frday, Thursday.All, Wednesay, afternoon.On, Thursd, Satuday, Wedneday, Wedn, Saturday.On, Friday.On, Thursdays, --Monday, Thursady, Friay, Thursday.On, Monday.On, Friday.By, Wednesda, onWednesday, Thurday, Thurdsday, Tuesday.On, Wednedsay, Wedesday, Saturday, THursday, Wenesday, Tuesday.This, Tuesdsay, andSaturday, Monday, Wedensday, Tuesday.Tuesday, ThursdayThe, -Thursday, Tursday, Thursday.So, onTuesday, Thursday, Tueday, Wednesday.On, Thrusday, Firday, Moday, Wednesdays, Monday.Monday, Friday.The, Tuesay, Wednsday, Tuesd, week.Thursday, week.Wednesday, Tuseday, Wednesdy, onThursday, Tusday, Tuesaday
Wednesday	24	6Thursday	2011Monday, 2013Tuesday, 2012Thursday, 2008Monday, 2011Tuesday, 2012Wednesday, 2011Thursday, 2013Wednesday, 2014Monday, 6Thursday, 2014Tuesday, 11Monday, 2008Thursday, 2015Tuesday, 10Wednesday, 15Wednesday, 4Tuesday, 2012Tuesday
Wednesday	81	Wednes-day	Wednes-day
Yale	44	Harvard	Hahvahd, Cantabs, Bucknell, Bowdoin, YDN, Tulane, Beinecke, Swarthmore, WUSTL, Yalies, Darmouth, Fordham, Northeastern, UCLA, Upenn, HARVARD, Haverford, CCNY, Middlebury, Harvard-Yale, Princton, Stanford, Northwestern, UMass-Amherst, U-Penn, Princeton, Salovey, UniversityHarvard, Harvard-, Juilliard, NESCAC, U-M, Standford, YNHH, Yale-Harvard, WYBC, NYU, Yalie, Grinnell, Ivy-league, Hofstra, Whiffenpoofs, Columbia, Kamisar, N.Y.U., Harvard, DePauw, Darthmouth, Wesleyan, Colgate, WashU, -Harvard, Cornell, Yales, Dartmouth, Vassar
Yale	28	Quinnipiac	UConn, UCONN, CCSU, Quinnipiac, UVA, Halejian, UHart, UVa, All-Ivy
Yale	70	McCune-Reischauer	Jyutping, McCune-Reischauer
Yale	15	Oxford	Oxford
Yale	36	New-Haven	New-Haven
Yale	52	Yale-China	Yale-China
Yale	61	Haerter	Haerter
abdomen	74	stomach	RUQ, abdominal-pelvic, breastbone, tummy, stomach., adominal, pelvis, abdoman, periumbilical, epigastrium, subclavicular, xyphoid, tympanitic, distention, Epigastric, stomach-area, breast-bone, upperback, abdominal, interscapular, epigastric, Stomach, pelvis., stomach, abdominally, supraumbilical, abdomin, umbilicus, peritoneum, abdomen.The, belly, intra-abdominal, distension, retroperitoneum, stomch, distended, sternum, cramp-like, paraumbilical, stomach.He, abdom, pelvic, abdo, dominal, abdominopelvic, thoracic, uterus
abdomen	15	thorax	prothorax, mid-body, metathorax, ventrum, ventriculus, cross-bands, metasoma, under-parts, prosoma, transversalis, pleurae, thorax, opisthosoma, mesonotum, tergites, parietes, fore-wings, abdomens, mesosoma, cephalothorax, tail-coverts
abdomen	24	torso	thigh, chest, buttock, torso.The, groin, mid-torso, buttocks, torso, midriff, waist
abdomen	58	ventriculi	intestines, anus, midgut, ventriculi, mid-gut, duodenum, mesenterial, sacculated, intestine
ability	60	abilities	abillities, incapability, capablity, ability.A, abilities-, abilities.If, theability, Abilities, abilit, abiilty, ablilty, abilities., ability.To, abilityto, abilities.The, propensity, abbility, willingess, ability.I, abiliy, abiltity, 'sability, abilty, ablities, abil-ity, abilityof, abilties, abiility, abilility, abilities.As, wilingness, abilities.In, abil-, abilitites, willingness, ablity, abilitys, capacity, abilities.It, non-ability, abillity, ability.Click, ability.The, ability.In, ablility, capabilty, hability, capablility, ability.You, abilitiy, abilites, inabilities, abilitity, inability, abilities, abiltiy, capability, in-ability, capabilities, abilitly, inablity, capabilites
ability	13	stamina	skills, near-superhuman, stamina, skill, dexterity, acumen, confidence, quickness, proficiency, competence
ability	16	flexibility	flexibility, adaptability
ability	40	able	able
absence	62	absences	absentee, lateness, absenteeism, absences, non-involvement, bereft, EXCUSED, non-participation, absent, excused, non-inclusion, belatedness, absentees, absenses, indisposed, nonappearance, AWOL, non-attendance, ABSENCES, tardiness, non-presence, non-arrival, Absense, absenting, missing-in-action, omission, Absences, absents, unexcused, non-appearance, slackness, Absent, Unexcused
absence	6	absense	abscent, abscense, abcense, abscence, absence.The, absence.I, absense
absence	18	unavailability	paucity, lack, dearth, ineffectiveness, almost-total, unavailability, near-absence
absence	64	sabbatical	hiatuses, non-posting, haitus, sabbatical, inactivity, leave-of-absence, hiatus
absence	19	presence	ever-presence, presense, Presence, prescence, presences, presence
absence	24	nonexistence	inexistence, absenceof, nonexistence, existence, non-existence
absence	20	indisposition	incapacity, ill-health, illhealth, indisposition, illness
absence	56	conspicuous	apparent, conspicous, conspicious, conspicuous, Conspicuous
absence	12	work-induced	rustiness, injury-induced, work-induced, injury-enforced
absence	7	leaving	leave, leaving
absence	72	deputising	deputise, deputising
absence	75	estrangement	desertion, estrangement
absence	16	leave-taking	leave-taking, departure
absence	58	reappearance	disappearance, reappearance
absence	3	ausencia	ausencia
absence	25	absen	absen
absence	61	interruption	interruption
absence	76	week-plus	week-plus
absorb	70	absorbing	ABSORBS, Absorbs, accumulate, imbibe, adsorb, expel, absorbtive, refract, absord, reflect, take-in, re-emit, absorp, desorb, transmit, absortion, soaks, penatrate, compress, absorbtion, reabsorb, re-absorb, absoption, metabolise, re-radiate, Absorbing, synthesize, absorption, absorbs, comprehend, condense, assimilate, absorptive, absorbed, absorbing, consume, disipate, absorbes, emit, excrete, soak, absorbed., digest, pentrate, disperse, absorbsion, absorbent, soak-up, disburse, adapt, dissipate, metabolize, obsorb, absorbed.The, absorption.The, assimulate, evaporate, concentrate, abosorb, unabsorbed, absor, absorve
absorb	34	withstand	counteract, inflict, neutralize, withstand, soften, deflect, attenuate, dampen, lessen, repel, deaden, reduce, neutralise, displace
absorb	68	glean	glean, penetrate, overwhelm, immerse, engulf, seep, encapsulate, impart, permeate, saturate, retain, infuse
absorb	91	learn	learn, internalize, internalise
absorb	54	recoup	recoup
abundance	26	abundant	plenitude, fecundity, Overabundance, abound, scarcities, bounteous, fewness, abundance.The, Scarcity, limitless, ABUNDANT, sparseness, abundant, Plentiful, scarcity, aplenty, profusion, abudance, ample, abounding, bountiful, bountifulness, plentitude, inexhaustible, expansiveness, Abundant, super-abundance, boundless, plenty, abundance.I, bounty, bountifully, superabundance, abounds
abundance	41	wealth	wealth, prosperity, blessings, opulence, affluence, riches, contentment
abundance	23	richnesses	richnesses, richness, abondance, richess, Richness
abundance	57	abundances	high-abundance, less-abundant, abundances, species-richness
abundance	12	abundan	abundan
abundance	21	influx	influx
abundance	32	abundant-	abundant-
abundance	35	Abundances	Abundances
abundance	43	quantity	quantity
abundance	52	overflowing	overflowing
abundance	56	abbondanza	abbondanza
abuse	57	abused	Abusive, non-abused, sexaul, abuse.What, abuse.You, misuses, female-on-male, abuse.A, abused, misuser, maltreatment, abuse.This, AbuseHow, abusers, non-abusing, abuse.If, re-victimization, Abuses, neglect, Misuse, exploitation.In, abuse.I, abuseA, abuse.But, Abused, abuseThe, abuse.The, abuse-related, Mistreatment, cruelty, abuseIn, abuse.In, mistreat, abused., abuse.That, abuse.It, misuse, molestation, poly-substance, revictimizing, abusiveness, abuseby, missuse, abuse.When, Abusing, abusing, mistreatment, abuseSexual, ABUSIVE, abuses.The, Abuser, abuse.On, abusive, beatings, ABUSERS, abuse.Click, abuser., Polysubstance, disrespect, polysubstance, AbuseThe, child-abuse, abuse.My, abuseI, abuses, Abusers, child-on-child, ABUSER, abuser, miss-use
abuse	62	harassment	harrassement, harrasment, intimidation, misconduct, harassement, harrassment, harrasement, harassment, bullying
abuse	19	abus	abus
abuse	49	self-abuse	self-abuse
abuse	66	abuso	abuso
abuse	71	fraud	fraud
accept	10	accepting	ACCEPTING, ACCEPTED, toaccept, accpet, acepted, accepted.I, unaccept, acknowedge, toacknowledge, accepted.You, Accepted, acept, acceped, accepted, accpeting, ackowledge, notaccept, Accepting, acknowlegde, accpt, acknowledging, accepts, acknowledge, accpets, Accepts, acceptedthe, accepter, acknowldge, Acceptance, accecpt, accepted., accpted, acceptance, accep, accept.I, acepting, aceptar, recognise, accept.The, acccept, acknowlege, re-accept, non-acceptance, accet, acceptthe, acknoweldge, accepte, accpeted, reject., accepted.The, aknowledge, accepting, recognize
accept	23	refuse	spurn, accede, relinquish, stipulate, renounce, tolerate, cede, acquiesce, embrace, capitulate, repudiate, reconcile, conform, concede, refuse, adapt, withdraw, acquiese, surrender, agree, admit
accept	5	reject	submit, reject, Reject, rejected, ignore, rejects, deny, dismiss, affirm, rejection, endorse, approve, rejecting
accept	20	refusing	refusing, REFUSE, refused
accept	86	offer	receive, offer
access	32	beachInterior	accessYou, AccessThe, access.How, accessAccess, access.-, accessFree, AccessYou, Acces, AccessAccess, access.A, beachInterior, access.All, AccessWe, Accesss, access.This, access.In, accessA, accessI, access.It, access.Free, AccessAll, accessGuests, accessFor, accessThis, access.The, accessThe, access.Our, access.An
access	16	acess	non-access, un-restricted, acsess, accesss, restricted, andaccess, fullaccess, unrestricted, ccess, accees, acess, accessto, access.Click, accress, acces
access	50	web-access	user-access, full-access, direct-access, access-controlled, web-access, security-controlled, private-access
access	4	accessing	accessing, Accessing, accessible, accesses, accessibility, accessed
access	7	obtain	obtain
access	35	log-in	log-in
accident	43	accidents	accidentA, AccidentThe, Accidents, 3-vehicle, post-accident, car-pedestrian, auto-accident, fatality, car-accident, at-fault, injury, post-car, injuries, collision, multiple-car, accident-related, fender-bender, accidents, car-truck, car-train, not-at-fault, smashup, fatalities, Non-Injury, property-damage, hit-skip, non-accident, auto-pedestrian, injury-producing, rear-ender, car-deer, Two-vehicle, double-fatal, vehicle-pedestrian, nearly-fatal, accidents., accident.Police
accident	10	mishap	accide, accident.In, accient, accident.Now, acccident, accident.The, accident.But, mishaps, accident.On, accident.I, almost-fatal, anaccident, mischance, acciden, accidnet, accident.At, near-accident, acci-, accident.That, accidence, accidental, accident.What, accident.When, accidente, accedent, acident, theaccident, accident.-, acci, mishap, accident.As, accident.However, incident
accident	66	tragedy	tragedy, catastrophe
accident	16	ACCIDENTS	ACCIDENTS
accident	50	negligence	negligence
